datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,1992.30100757518,-1,,1992.30100757518
2024-10-20T18:30:00.000Z,1978.3331236328838,-1,,1978.3331236328838
